Title,Country,IMDb
Dukhtar,Norway,7.0
Dukhtar,United States,7.0
Red Dawn,United States,6.4
Kaabil,India,7.1
The Company Men,United States,6.7
Studio 54,United States,6.9
The Case for Christ,United States,6.2
Outside In,United States,6.6
Mowgli: Legend of the Jungle,United Kingdom,6.5
Mowgli: Legend of the Jungle,United States,6.5
Errementari: The Blacksmith and the Devil,Spain,6.3
Errementari: The Blacksmith and the Devil,France,6.3
Jimmy Neutron: Boy Genius,United States,6.0
World Trade Center,United States,5.9
I Am Kalam,India,8.0
PEEPLI [Live],India,7.4
My Scientology Movie,United Kingdom,6.7
Latin History for Morons: John Leguizamo's Road to Broadway,unknown,7.5
Mortal Kombat,United States,5.8
Behind the Curve,United States,6.5
Soni,United States,7.2
Carriers,United States,6.0
Tig,United States,7.4
Patton Oswalt: Annihilation,United States,7.2
Trixie Mattel: Moving Parts,United States,7.3
Petta,India,7.3
The Bill Murray Stories: Life Lessons Learned from a Mythical Man,United States,7.0
Can't Hardly Wait,United States,6.5
The Confirmation,Canada,6.4
The First Wives Club,United States,6.4
Colonia,Germany,7.1
Colonia,France,7.1
Colonia,Luxembourg,7.1
Colonia,United Kingdom,7.1
Free Fire,United Kingdom,6.4
Life As We Know It,United States,6.5
To All the Boys: P.S. I Still Love You,United States,6.0
Cop Car,United States,6.3
Urban Cowboy,United States,6.3
Above the Rim,United States,6.6
Screwball,United States,7.1
Prosecuting Evil: The Extraordinary World of Ben Ferencz,Canada,7.3
The Incident,United States,6.4
Resident Evil: Extinction,France,6.3
Resident Evil: Extinction,Australia,6.3
Resident Evil: Extinction,Germany,6.3
Resident Evil: Extinction,United Kingdom,6.3
Resident Evil: Extinction,United States,6.3
Resident Evil: Extinction,Mexico,6.3
Resident Evil: Extinction,Canada,6.3
American Assassin,United States,6.2
Rang De Basanti,India,8.2
Open Season,United States,6.1
Strong Island,United States,6.4
Strong Island,Denmark,6.4
Resident Evil: Apocalypse,Germany,6.2
Resident Evil: Apocalypse,France,6.2
Resident Evil: Apocalypse,United Kingdom,6.2
Resident Evil: Apocalypse,Canada,6.2
Resident Evil: Apocalypse,United States,6.2
Smoke & Mirrors,Spain,6.9
Sky Ladder: The Art of Cai Guo-Qiang,United States,7.3
Kate & Leopold,United States,6.4
Raiders!: The Story of the Greatest Fan Film Ever Made,United States,6.9
Then Came You,United States,7.0
The Forest of Love,Japan,6.4
I Called Him Morgan,Sweden,7.3
I Called Him Morgan,United States,7.3
The Money Pit,United States,6.4
The Angel,Israel,6.6
The Angel,United States,6.6
Burlesque,United States,6.4
My Masterpiece,Argentina,7.1
My Masterpiece,Spain,7.1
Mr. Church,United States,7.6
Murder Mystery,United States,6.0
Audrie & Daisy,United States,7.2
Miss Hokusai,Japan,6.7
Dumplin',United States,6.6
The Invention of Lying,United States,6.4
Breath,Australia,6.7
Kodachrome,Canada,6.8
Kodachrome,United States,6.8
Operation Red Sea,China,6.7
Operation Red Sea,Morocco,6.7
Operation Red Sea,Hong Kong,6.7
Murder Party,United States,5.8
Woodstock: Three Days That Defined a Generation,United States,7.6
Laggies,United States,6.4
Eye for an Eye,Italy,6.6
Eye for an Eye,United States,6.6
Cowspiracy: The Sustainability Secret,United States,8.3
Eddie Murphy: Delirious,United States,8.2
The Aerial,Argentina,7.4
Fire in Paradise,United States,7.4
Cookie's Fortune,United States,6.8
Before I Wake,United States,6.2
Layla M.,Netherlands,6.7
Layla M.,Belgium,6.7
Layla M.,Germany,6.7
Layla M.,Jordan,6.7
Mountain,Australia,7.2
Center Stage,United States,6.7
Mr. Right,United States,6.3
Tamasha,India,7.3
Just Another Love Story,Denmark,7.2
Quartet,United Kingdom,6.8
Dil Chahta Hai,India,8.1
"Bikram: Yogi, Guru, Predator",United States,6.7
Dolphin Tale 2,United States,6.4
No One Killed Jessica,India,7.2
I Am Bolt,United Kingdom,7.1
Evolution,United States,6.1
BuyBust,Philippines,5.8
Advantageous,United States,6.2
The Iron Lady,United Kingdom,6.4
The Iron Lady,France,6.4
Son of a Gun,Australia,6.5
Son of a Gun,United Kingdom,6.5
Son of a Gun,Canada,6.5
Rugrats in Paris: The Movie,Germany,6.1
Rugrats in Paris: The Movie,United States,6.1
On My Skin,Italy,7.3
Sweetheart,United States,5.7
Raees,India,6.8
The Rover,Australia,6.4
The Rover,United States,6.4
Paan Singh Tomar,India,8.2
The Other Side of the Wind,France,6.8
The Other Side of the Wind,Iran,6.8
The Other Side of the Wind,United States,6.8
The Garden of Words,Japan,7.5
The Legend of 420,United States,6.7
Let It Fall: Los Angeles 1982-1992,United States,7.7
Manto,India,7.4
Rainbow,India,8.0
Walking Out,United States,5.8
Holy Hell,United States,7.1
After,United States,5.4
Jersey Boys,United States,6.8
Flavors of Youth,China,6.6
Flavors of Youth,Japan,6.6
Nappily Ever After,United States,6.4
Final Destination 3,United States,5.8
Final Destination 3,Germany,5.8
"To Wong Foo, Thanks for Everything! Julie Newmar",United States,6.6
Elizabeth: The Golden Age,United Kingdom,6.8
Elizabeth: The Golden Age,France,6.8
Elizabeth: The Golden Age,Germany,6.8
Elizabeth: The Golden Age,United States,6.8
37 Seconds,Japan,7.3
A Futile and Stupid Gesture,United States,6.8
The Green Hornet,United States,5.8
Dear John,United States,6.3
Heroin(e),United States,6.8
Guzaarish,India,7.4
Imperial Dreams,United States,6.8
Between Two Ferns: The Movie,United States,6.1
13 Sins,United States,6.3
Kiss the Girls,United States,6.6
Newness,United States,6.4
Mr. Roosevelt,United States,6.2
Justin Timberlake + The Tennessee Kids,United States,7.8
Battle: Los Angeles,United States,5.7
Hondros,Iraq,7.5
Hondros,Libya,7.5
Hondros,Liberia,7.5
Hondros,United States,7.5
When We First Met,United States,6.4
(T)ERROR,United States,6.6
Kuch Kuch Hota Hai,India,7.6
Trailer Park Boys: The Movie,Canada,7.2
G.O.R.A.,Turkey,8.0
Phantom Boy,France,6.6
Phantom Boy,Belgium,6.6
Survivor's Guide to Prison,United States,7.1
Transcendence,United Kingdom,6.3
Transcendence,China,6.3
Transcendence,United States,6.3
Jagga Jasoos,India,6.5
The Perfect Date,United States,5.8
A Fortunate Man,Denmark,7.2
Kahaani,India,8.1
Andaz Apna Apna,India,8.2
Let It Snow,United States,5.8
Middle School: The Worst Years of My Life,United States,6.1
Middle School: The Worst Years of My Life,Cambodia,6.1
The Little Hours,Canada,5.8
Aval,India,6.8
The Unknown Known,United States,7.0
Kahlil Gibran's The Prophet,Qatar,7.1
Kahlil Gibran's The Prophet,France,7.1
Kahlil Gibran's The Prophet,Lebanon,7.1
Kahlil Gibran's The Prophet,Canada,7.1
Kahlil Gibran's The Prophet,United States,7.1
The Princess Switch,United States,6.0
The Blackcoat's Daughter,Canada,5.9
What We Started,United States,7.0
Let There Be Light,United States,7.4
Into the Forest,Canada,5.8
God Knows Where I Am,United States,7.3
Stuart Little 2,United States,5.4
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,United Kingdom,7.5
Sand Storm,Israel,6.8
Sand Storm,Germany,6.8
Sand Storm,France,6.8
From Paris with Love,France,6.5
Luck by Chance,India,7.0
I Am Jane Doe,United States,6.8
Pee-wee's Big Holiday,United States,6.1
Promised Land,United States,6.6
Promised Land,United Arab Emirates,6.6
Carrie Pilby,United States,6.6
Seeing Allred,United States,6.8
Goldstone,Australia,6.5
The Signal,United States,6.1
The Red Sea Diving Resort,Canada,6.5
Self/less,United States,6.5
The Burial of Kojo,Ghana,6.4
The Burial of Kojo,United States,6.4
Horse Girl,United States,5.9
Headshot,United States,6.3
Joan Didion: The Center Will Not Hold,United States,7.4
Circle,United States,6.0
Chris Rock: Tamborine,United States,6.5
The Monster,Canada,5.4
Sergio,United States,6.1
The C Word,United States,7.6
John Mulaney: New in Town,United States,8.3
In the Shadow of the Moon,United States,6.2
In the Shadow of the Moon,Canada,6.2
Mirror Mirror,United States,5.6
Mirror Mirror,Canada,5.6
Hasee Toh Phasee,India,6.8
Bhavesh Joshi Superhero,India,7.6
Brooklyn's Finest,United States,6.7
Wakefield,United States,6.3
Wish I Was Here,United States,6.7
Lu Over the Wall,Japan,6.8
Man of Tai Chi,United States,6.1
Man of Tai Chi,China,6.1
Man of Tai Chi,Hong Kong,6.1
Comedian,United States,6.9
Alive and Kicking,United Kingdom,6.6
The Secret,United States,5.6
The Secret,Canada,5.6
The Secret,France,5.6
Louis C.K.: Hilarious,United States,8.5
Notes on Blindness,United Kingdom,7.1
The Kissing Booth,United Kingdom,6.1
The Kissing Booth,United States,6.1
Horns,United States,6.5
Horns,Canada,6.5
Emelie,United States,5.4
Best Worst Thing That Ever Could Have Happened...,United States,7.5
Go!,United States,5.9
First Match,United States,6.3
Grass is Greener,unknown,7.2
The Short Game,United States,7.4
Sunday's Illness,Spain,6.9
Ten Years,United States,6.7
Chicken Little,United States,5.7
Kicking and Screaming,United States,6.8
The Ravenous,United States,5.9
Animal World,United States,6.5
Michelle Wolf: Joke Show,United States,7.1
Kevin Hart: Let Me Explain,United States,6.8
Fun with Dick and Jane,United States,6.2
Seoul Searching,South Korea,7.1
Seoul Searching,China,7.1
Seoul Searching,United States,7.1
The Keeping Hours,United States,6.3
Kickboxer: Retaliation,United States,5.0
Weed the People,United States,7.0
Time Share,Mexico,6.0
Johnny English Reborn,United Kingdom,6.3
Johnny English Reborn,France,6.3
Johnny English Reborn,United States,6.3
Fire in the Blood,India,7.7
Dil Dhadakne Do,India,6.8
6 Days,New Zealand,6.2
6 Days,United Kingdom,6.2
Morris from America,Germany,6.2
Morris from America,United States,6.2
Joshua: Teenager vs. Superpower,United States,7.0
Highway,India,7.7
Sweet Virginia,Canada,6.2
Chloe,United States,6.3
Chloe,Canada,6.3
Chloe,France,6.3
Manson Family Vacation,United States,5.8
Benji,United Arab Emirates,6.3
Benji,United States,6.3
Roll Red Roll,United States,7.1
All About Nina,United States,6.0
Heartbreakers,United States,6.2
Mercury 13,United States,6.8
Kevin Hart: What Now?,United States,5.9
"Michael Bolton's Big, Sexy Valentine's Day Special",United States,6.7
All Day and a Night,United States,5.9
ARQ,Canada,6.4
ARQ,United States,6.4
Nighthawks,United States,6.4
Quién te cantará,Spain,7.0
Quién te cantará,France,7.0
Romeo Must Die,United States,6.1
Love Off the Cuff,China,6.5
Love Off the Cuff,Hong Kong,6.5
47 Meters Down,United Kingdom,5.6
47 Meters Down,United States,5.6
Udaan,India,8.2
Barakah Meets Barakah,Saudi Arabia,6.2
Ghost Rider,United States,5.2
Ghost Rider,Australia,5.2
FYRE: The Greatest Party That Never Happened,United States,7.2
Cardboard Gangsters,Ireland,6.4
Khosla Ka Ghosla!,India,8.3
Sierra Burgess Is a Loser,United States,5.8
Same Kind of Different as Me,United States,6.6
Cult of Chucky,United States,5.2
Tremors 2: Aftershocks,United States,6.0
May the Devil Take You,Indonesia,6.0
Invader ZIM: Enter the Florpus,South Korea,7.5
Invader ZIM: Enter the Florpus,United States,7.5
Dovlatov,Russia,6.4
Dovlatov,Poland,6.4
Dovlatov,Serbia,6.4
Jupiter Ascending,United States,5.3
Jupiter Ascending,Australia,5.3
The Occupant,Spain,6.3
Shutter,Thailand,7.1
E-Team,United States,7.1
Class Rank,United States,6.4
Wildling,United States,5.5
Velvet Buzzsaw,United States,5.7
Win It All,United States,6.2
Sprinter,Jamaica,6.0
Sprinter,United States,6.0
Palm Trees in the Snow,Spain,7.4
Nacho Libre,United States,5.7
Nacho Libre,Mexico,5.7
Chasing Trane,United States,7.3
Lady J,France,6.9
Voyeur,Italy,6.2
The Breaker Upperers,New Zealand,5.9
Dinner for Schmucks,United States,5.9
Mike Birbiglia: My Girlfriend's Boyfriend,United States,8.0
School Daze,United States,6.0
The Knight Before Christmas,United States,5.5
Mitt,United States,6.9
Terrifier,United States,5.6
Resident Evil: Afterlife,Germany,5.8
Resident Evil: Afterlife,France,5.8
Resident Evil: Afterlife,United States,5.8
Resident Evil: Afterlife,Canada,5.8
Resident Evil: Afterlife,United Kingdom,5.8
Resident Evil: Afterlife,China,5.8
Conor McGregor: Notorious,Ireland,7.2
Khoobsurat,India,6.4
Game Over,United States,7.1
Game Over,Brazil,7.1
The Ballad of Lefty Brown,United States,6.3
Main Hoon Na,India,7.0
The Untold Tales of Armistead Maupin,United States,7.6
The Space Between Us,United States,6.4
The Physician,Germany,7.2
Karthik Calling Karthik,India,7.0
Ginger & Rosa,United Kingdom,6.3
Ginger & Rosa,Denmark,6.3
Ginger & Rosa,Canada,6.3
Ginger & Rosa,Croatia,6.3
White Girl,United States,5.7
The Time Machine,United States,6.0
The Time Machine,United Arab Emirates,6.0
Look Who's Back,Germany,7.1
Ellen DeGeneres: Relatable,United States,6.5
Kabhi Alvida Naa Kehna,India,6.1
The Drug King,South Korea,6.1
Long Time Running,Canada,7.8
Maps to the Stars,Canada,6.2
Maps to the Stars,Germany,6.2
Maps to the Stars,France,6.2
Maps to the Stars,United States,6.2
Lovesong,United States,6.3
Looney Tunes: Back in Action,Germany,5.7
Looney Tunes: Back in Action,United States,5.7
Homecoming: A Film by Beyoncé,United States,7.4
A Christmas Prince,United States,5.7
Occupation,Australia,5.1
Marc Maron: Too Real,United States,7.2
Steal a Pencil for Me,United States,7.5
"Faith, Hope & Love",United States,6.1
The Bling Ring,United States,5.6
The Bling Ring,United Kingdom,5.6
The Bling Ring,France,5.6
The Bling Ring,Germany,5.6
The Bling Ring,Japan,5.6
Pokémon the Movie: The Power of Us,Japan,6.3
Chronicle of an Escape,Argentina,7.2
The Tourist,United States,6.0
The Tourist,France,6.0
The Tourist,Italy,6.0
The Tourist,United Kingdom,6.0
God of War,United States,6.4
Menashe,United States,6.5
Lez Bomb,United States,5.0
National Bird,United States,7.1
System Crasher,Germany,7.9
The 36th Chamber of Shaolin,Hong Kong,7.7
What a Girl Wants,United States,5.8
What a Girl Wants,United Kingdom,5.8
Candy Jar,United States,5.8
He Named Me Malala,United States,6.9
He Named Me Malala,United Arab Emirates,6.9
Te3n,India,7.3
Race to Witch Mountain,United States,5.7
A Gray State,United States,6.2
Chupke Chupke,India,8.4
The Land of Steady Habits,United States,6.2
A Night at the Roxbury,United States,6.3
Neon Genesis Evangelion: Death and Rebirth,Japan,7.5
My Big Night,Spain,6.0
Song for Marion,United Kingdom,7.0
Song for Marion,Germany,7.0
The Discovery,United States,6.3
The Laundromat,United States,6.3
Gol Maal,India,8.6
Lifechanger,Canada,5.4
Would You Rather,United States,5.7
The Butterfly's Dream,Turkey,7.8
Vizontele,Turkey,8.0
Hasan Minhaj: Homecoming King,unknown,8.3
Una,United Kingdom,6.2
Una,Canada,6.2
Una,United States,6.2
Bethany Hamilton: Unstoppable,United States,7.3
Alone in Berlin,United Kingdom,6.5
Alone in Berlin,France,6.5
Alone in Berlin,Germany,6.5
Dhobi Ghat,India,7.0
Burning Sands,United States,6.1
The Great Hack,United States,7.0
We Are Your Friends,United Kingdom,6.2
We Are Your Friends,France,6.2
We Are Your Friends,United States,6.2
Barry,United States,5.8
John Mulaney: The Comeback Kid,United States,7.9
The Rugrats Movie,United States,5.9
Bill Burr: You People Are All The Same,United States,8.3
Bill Nye: Science Guy,United States,6.1
Hit & Run,United States,6.1
Kabir Singh,India,7.1
The Most Unknown,United States,6.6
Mean Dreams,Canada,6.3
Ali Wong: Hard Knock Wife,United States,7.4
Trophy,United Kingdom,7.3
Trophy,Namibia,7.3
Trophy,South Africa,7.3
Trophy,Zimbabwe,7.3
Trophy,United States,7.3
Dream Big: Engineering Our World,United States,6.4
Toilet - Ek Prem Katha,India,7.2
Pope Francis: A Man of His Word,Switzerland,6.1
Pope Francis: A Man of His Word,Holy See (Vatican City State),6.1
Pope Francis: A Man of His Word,Italy,6.1
Pope Francis: A Man of His Word,Germany,6.1
Pope Francis: A Man of His Word,France,6.1
68 Kill,United States,6.0
Head On,Australia,6.5
Berserk: The Golden Age Arc II - The Battle for Doldrey,Japan,7.8
Waar,Pakistan,7.9
14 Blades,Hong Kong,6.3
14 Blades,China,6.3
14 Blades,Singapore,6.3
"Live Twice, Love Once",Spain,7.2
Triple Threat,Thailand,5.5
Triple Threat,China,5.5
Triple Threat,United States,5.5
Earth to Echo,United States,5.8
Buster's Mal Heart,United States,6.1
1000 Rupee Note,India,7.3
40 Days and 40 Nights,United States,5.6
40 Days and 40 Nights,United Kingdom,5.6
40 Days and 40 Nights,France,5.6
Taylor Swift: Reputation Stadium Tour,unknown,8.3
Hannibal Buress: Comedy Camisado,United States,6.6
Tokyo Idols,United Kingdom,6.8
Tokyo Idols,Canada,6.8
Tokyo Idols,Japan,6.8
Bhool Bhulaiyaa,India,7.3
Dev.D,India,8.0
John Mulaney & The Sack Lunch Bunch,United States,7.5
Eli,France,5.7
City of Joy,France,7.3
City of Joy,United Kingdom,7.3
Beyond Skyline,United Kingdom,5.3
Beyond Skyline,China,5.3
Beyond Skyline,Canada,5.3
Beyond Skyline,Indonesia,5.3
Beyond Skyline,Singapore,5.3
Beyond Skyline,United States,5.3
Ninja Assassin,Germany,6.3
Ninja Assassin,United States,6.3
"As Above, So Below",United States,6.2
The Oath,United States,6.4
The Cloverfield Paradox,United States,5.5
Concussion,United Kingdom,5.6
Concussion,Australia,5.6
Concussion,United States,5.6
Little Monsters,United Kingdom,6.1
Little Monsters,Australia,6.1
Little Monsters,United States,6.1
Dil Se..,India,7.6
Berserk: The Golden Age Arc III - The Advent,Japan,7.9
The Core,United States,5.5
The Core,Germany,5.5
The Core,Canada,5.5
The Core,United Kingdom,5.5
The Core,Italy,5.5
The Core,France,5.5
2 States,India,6.9
The Rum Diary,United States,6.2
The Rum Diary,United Kingdom,6.2
Being AP,United Kingdom,6.5
6 Balloons,United States,5.8
Q Ball,United States,6.8
Knock Down the House,United States,6.9
Soorma,India,7.4
EMO the Musical,Australia,6.1
Abducted in Plain Sight,United States,6.8
Secret in Their Eyes,United States,6.3
Secret in Their Eyes,United Kingdom,6.3
Secret in Their Eyes,Spain,6.3
Secret in Their Eyes,South Korea,6.3
Bon Cop Bad Cop 2,Canada,6.6
Sólo con tu pareja,Mexico,6.9
Rustom,India,7.1
The Debt Collector,United Kingdom,5.7
The Debt Collector,United States,5.7
Been So Long,unknown,5.4
Rampant,South Korea,6.3
Automata,Spain,6.1
Automata,Bulgaria,6.1
A Little Chaos,United Kingdom,6.5
Don't Be Afraid of the Dark,United States,5.6
Don't Be Afraid of the Dark,Australia,5.6
Don't Be Afraid of the Dark,Mexico,5.6
Paheli,India,6.5
