Title,Directors,IMDb
Can't Hardly Wait,Harry Elfont,6.5
Can't Hardly Wait,Deborah Kaplan,6.5
The Confirmation,Bob Nelson,6.4
The First Wives Club,Hugh Wilson,6.4
Colonia,Florian Gallenberger,7.1
Free Fire,Ben Wheatley,6.4
Life As We Know It,Greg Berlanti,6.5
To All the Boys: P.S. I Still Love You,Michael Fimognari,6.0
Cop Car,Jon Watts,6.3
Urban Cowboy,James Bridges,6.3
Above the Rim,Jeff Pollack,6.6
Screwball,Billy Corben,7.1
Prosecuting Evil: The Extraordinary World of Ben Ferencz,Barry Avrich,7.3
The Incident,Larry Peerce,6.4
Resident Evil: Extinction,Russell Mulcahy,6.3
American Assassin,Michael Cuesta,6.2
Rang De Basanti,Rakeysh Omprakash Mehra,8.2
Open Season,Roger Allers,6.1
Open Season,Jill Culton,6.1
Open Season,Anthony Stacchi,6.1
Strong Island,Yance Ford,6.4
Resident Evil: Apocalypse,Alexander Witt,6.2
Smoke & Mirrors,Alberto Rodríguez,6.9
Sky Ladder: The Art of Cai Guo-Qiang,Kevin Macdonald,7.3
Kate & Leopold,James Mangold,6.4
Raiders!: The Story of the Greatest Fan Film Ever Made,Jeremy Coon,6.9
Raiders!: The Story of the Greatest Fan Film Ever Made,Tim Skousen,6.9
Then Came You,Peter Hutchings,7.0
The Forest of Love,Sion Sono,6.4
I Called Him Morgan,Kasper Collin,7.3
The Money Pit,Richard Benjamin,6.4
The Angel,Ariel Vromen,6.6
Burlesque,Steve Antin,6.4
My Masterpiece,Gastón Duprat,7.1
Mr. Church,Bruce Beresford,7.6
Murder Mystery,Kyle Newacheck,6.0
Audrie & Daisy,Bonni Cohen,7.2
Audrie & Daisy,Jon Shenk,7.2
Miss Hokusai,Keiichi Hara,6.7
Miss Hokusai,Stephanie Sheh,6.7
Miss Hokusai,Michael Sinterniklaas,6.7
Dumplin',Anne Fletcher,6.6
The Invention of Lying,Ricky Gervais,6.4
The Invention of Lying,Matthew Robinson,6.4
Breath,Simon Baker,6.7
Kodachrome,Mark Raso,6.8
Operation Red Sea,Dante Lam,6.7
Murder Party,Jeremy Saulnier,5.8
Woodstock: Three Days That Defined a Generation,Barak Goodman,7.6
Woodstock: Three Days That Defined a Generation,Jamila Ephron,7.6
Laggies,Lynn Shelton,6.4
Eye for an Eye,Francesco Cinquemani,6.6
Eye for an Eye,George Gallo,6.6
Cowspiracy: The Sustainability Secret,Kip Andersen,8.3
Cowspiracy: The Sustainability Secret,Keegan Kuhn,8.3
Eddie Murphy: Delirious,Bruce Gowers,8.2
The Aerial,Esteban Sapir,7.4
Fire in Paradise,Zackary Canepari,7.4
Fire in Paradise,Drea Cooper,7.4
Cookie's Fortune,Robert Altman,6.8
Before I Wake,Mike Flanagan,6.2
Layla M.,Mijke de Jong,6.7
Mountain,Jennifer Peedom,7.2
Center Stage,Nicholas Hytner,6.7
Mr. Right,Paco Cabezas,6.3
Tamasha,Imtiaz Ali,7.3
Just Another Love Story,Ole Bornedal,7.2
Quartet,Dustin Hoffman,6.8
Dil Chahta Hai,Farhan Akhtar,8.1
"Bikram: Yogi, Guru, Predator",Eva Orner,6.7
Dolphin Tale 2,Charles Martin Smith,6.4
No One Killed Jessica,Raj Kumar Gupta,7.2
I Am Bolt,Benjamin Turner,7.1
I Am Bolt,Gabe Turner,7.1
Evolution,Ivan Reitman,6.1
BuyBust,Erik Matti,5.8
Advantageous,Jennifer Phang,6.2
The Iron Lady,Phyllida Lloyd,6.4
Son of a Gun,Julius Avery,6.5
Rugrats in Paris: The Movie,Stig Bergqvist,6.1
Rugrats in Paris: The Movie,Paul Demeyer,6.1
On My Skin,Alessio Cremonini,7.3
Sweetheart,J.D. Dillard,5.7
Raees,Rahul Dholakia,6.8
The Rover,David Michôd,6.4
Paan Singh Tomar,Tigmanshu Dhulia,8.2
The Other Side of the Wind,Orson Welles,6.8
The Garden of Words,Makoto Shinkai,7.5
The Legend of 420,Peter Spirer,6.7
Let It Fall: Los Angeles 1982-1992,John Ridley,7.7
Manto,Nandita Das,7.4
Rainbow,Nagesh Kukunoor,8.0
Walking Out,Alex Smith,5.8
Walking Out,Andrew J. Smith,5.8
Holy Hell,Will Allen,7.1
After,Jenny Gage,5.4
Jersey Boys,Clint Eastwood,6.8
Flavors of Youth,Haoling Li,6.6
Flavors of Youth,Yoshitaka Takeuch,6.6
Flavors of Youth,Xiaoxing Yi,6.6
Nappily Ever After,Haifaa Al-Mansour,6.4
Final Destination 3,James Wong,5.8
"To Wong Foo, Thanks for Everything! Julie Newmar",Beeban Kidron,6.6
Elizabeth: The Golden Age,Shekhar Kapur,6.8
37 Seconds,Hikari,7.3
A Futile and Stupid Gesture,David Wain,6.8
The Green Hornet,Michel Gondry,5.8
Dear John,Lasse Hallström,6.3
Heroin(e),Elaine McMillion Sheldon,6.8
Guzaarish,Sanjay Leela Bhansali,7.4
Imperial Dreams,Malik Vitthal,6.8
Between Two Ferns: The Movie,Scott Aukerman,6.1
13 Sins,Daniel Stamm,6.3
Kiss the Girls,Gary Fleder,6.6
Newness,Drake Doremus,6.4
Mr. Roosevelt,Noël Wells,6.2
Justin Timberlake + The Tennessee Kids,Jonathan Demme,7.8
Battle: Los Angeles,Jonathan Liebesman,5.7
Hondros,Greg Campbell,7.5
When We First Met,Ari Sandel,6.4
(T)ERROR,Lyric R. Cabral,6.6
(T)ERROR,David Felix Sutcliffe,6.6
Kuch Kuch Hota Hai,Karan Johar,7.6
Trailer Park Boys: The Movie,Mike Clattenburg,7.2
G.O.R.A.,Ömer Faruk Sorak,8.0
Phantom Boy,Jean-Loup Felicioli,6.6
Phantom Boy,Alain Gagnol,6.6
Survivor's Guide to Prison,Matthew Cooke,7.1
Transcendence,Wally Pfister,6.3
Jagga Jasoos,Anurag Basu,6.5
The Perfect Date,Chris Nelson,5.8
A Fortunate Man,Bille August,7.2
Kahaani,Sujoy Ghosh,8.1
Andaz Apna Apna,Rajkumar Santoshi,8.2
Let It Snow,Luke Snellin,5.8
Middle School: The Worst Years of My Life,Steve Carr,6.1
The Little Hours,Jeff Baena,5.8
Aval,Milind Rau,6.8
The Unknown Known,Errol Morris,7.0
Kahlil Gibran's The Prophet,Roger Allers,7.1
Kahlil Gibran's The Prophet,Gaëtan Brizzi,7.1
Kahlil Gibran's The Prophet,Paul Brizzi,7.1
Kahlil Gibran's The Prophet,Joan C. Gratz,7.1
Kahlil Gibran's The Prophet,Mohammed Saeed Harib,7.1
Kahlil Gibran's The Prophet,Tomm Moore,7.1
Kahlil Gibran's The Prophet,Nina Paley,7.1
Kahlil Gibran's The Prophet,Bill Plympton,7.1
Kahlil Gibran's The Prophet,Joann Sfar,7.1
Kahlil Gibran's The Prophet,Michal Socha,7.1
The Princess Switch,Mike Rohl,6.0
The Blackcoat's Daughter,Oz Perkins,5.9
What We Started,Bert Marcus,7.0
What We Started,Cyrus Saidi,7.0
Let There Be Light,Karen Moncrieff,7.4
Into the Forest,Patricia Rozema,5.8
God Knows Where I Am,Jedd Wider,7.3
God Knows Where I Am,Todd Wider,7.3
Stuart Little 2,Rob Minkoff,5.4
The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,Paul Dugdale,7.5
Sand Storm,Elite Zexer,6.8
From Paris with Love,Pierre Morel,6.5
Luck by Chance,Zoya Akhtar,7.0
I Am Jane Doe,Mary Mazzio,6.8
Pee-wee's Big Holiday,John Lee,6.1
Promised Land,Gus Van Sant,6.6
Carrie Pilby,Susan Johnson,6.6
Seeing Allred,Roberta Grossman,6.8
Seeing Allred,Sophie Sartain,6.8
Goldstone,Ivan Sen,6.5
The Signal,William Eubank,6.1
The Red Sea Diving Resort,Gideon Raff,6.5
Self/less,Tarsem Singh,6.5
The Burial of Kojo,Blitz Bazawule,6.4
Horse Girl,Jeff Baena,5.9
Headshot,Walter Hill,6.3
Joan Didion: The Center Will Not Hold,Griffin Dunne,7.4
Circle,Aaron Hann,6.0
Circle,Mario Miscione,6.0
Chris Rock: Tamborine,Bo Burnham,6.5
The Monster,Bryan Bertino,5.4
Sergio,Greg Barker,6.1
The C Word,unknown,7.6
John Mulaney: New in Town,Ryan Polito,8.3
John Mulaney: New in Town,Jake Szymanski,8.3
In the Shadow of the Moon,Jim Mickle,6.2
Mirror Mirror,Tarsem Singh,5.6
Hasee Toh Phasee,Vinil Mathew,6.8
Bhavesh Joshi Superhero,Vikramaditya Motwane,7.6
Brooklyn's Finest,Antoine Fuqua,6.7
Wakefield,Robin Swicord,6.3
Wish I Was Here,Zach Braff,6.7
Lu Over the Wall,Masaaki Yuasa,6.8
Man of Tai Chi,Keanu Reeves,6.1
Comedian,Christian Charles,6.9
Alive and Kicking,Cyril Frankel,6.6
The Secret,Pascal Laugier,5.6
Louis C.K.: Hilarious,Louis C.K.,8.5
Notes on Blindness,Peter Middleton,7.1
Notes on Blindness,James Spinney,7.1
The Kissing Booth,Vince Marcello,6.1
Horns,Alexandre Aja,6.5
Emelie,Michael Thelin,5.4
Best Worst Thing That Ever Could Have Happened...,Lonny Price,7.5
Go!,Doug Liman,5.9
First Match,Olivia Newman,6.3
Grass is Greener,Fab 5 Freddy,7.2
The Short Game,Josh Greenbaum,7.4
Sunday's Illness,Ramón Salazar,6.9
Ten Years,Jamie Linden,6.7
Chicken Little,Mark Dindal,5.7
Kicking and Screaming,Jesse Dylan,6.8
The Ravenous,unknown,5.9
Animal World,unknown,6.5
Michelle Wolf: Joke Show,Lance Bangs,7.1
Kevin Hart: Let Me Explain,Leslie Small,6.8
Kevin Hart: Let Me Explain,Tim Story,6.8
Fun with Dick and Jane,Dean Parisot,6.2
Seoul Searching,Benson Lee,7.1
The Keeping Hours,Karen Moncrieff,6.3
Kickboxer: Retaliation,Dimitri Logothetis,5.0
Weed the People,Abby Epstein,7.0
Time Share,Sebastián Hofmann,6.0
Johnny English Reborn,Oliver Parker,6.3
Fire in the Blood,Dylan Mohan Gray,7.7
Dil Dhadakne Do,Zoya Akhtar,6.8
6 Days,Toa Fraser,6.2
Morris from America,Chad Hartigan,6.2
Joshua: Teenager vs. Superpower,Joe Piscatella,7.0
Highway,Imtiaz Ali,7.7
Sweet Virginia,Jamie M. Dagg,6.2
Chloe,Atom Egoyan,6.3
Manson Family Vacation,J. Davis,5.8
Benji,Brandon Camp,6.3
Roll Red Roll,Nancy Schwartzman,7.1
All About Nina,Eva Vives,6.0
Heartbreakers,David Mirkin,6.2
Mercury 13,David Sington,6.8
Mercury 13,Heather Walsh,6.8
Kevin Hart: What Now?,Leslie Small,5.9
Kevin Hart: What Now?,Tim Story,5.9
"Michael Bolton's Big, Sexy Valentine's Day Special",Scott Aukerman,6.7
"Michael Bolton's Big, Sexy Valentine's Day Special",Akiva Schaffer,6.7
All Day and a Night,Joe Robert Cole,5.9
ARQ,Tony Elliott,6.4
Nighthawks,Bruce Malmuth,6.4
Nighthawks,Gary Nelson,6.4
Quién te cantará,Carlos Vermut,7.0
Romeo Must Die,Andrzej Bartkowiak,6.1
Love Off the Cuff,Ho-Cheung Pang,6.5
47 Meters Down,Johannes Roberts,5.6
Udaan,Vikramaditya Motwane,8.2
Barakah Meets Barakah,Mahmoud Sabbagh,6.2
Ghost Rider,Mark Steven Johnson,5.2
FYRE: The Greatest Party That Never Happened,Chris Smith,7.2
Cardboard Gangsters,Mark O'Connor,6.4
Khosla Ka Ghosla!,Dibakar Banerjee,8.3
Sierra Burgess Is a Loser,Ian Samuels,5.8
Same Kind of Different as Me,Michael Carney,6.6
Cult of Chucky,Don Mancini,5.2
Tremors 2: Aftershocks,S.S. Wilson,6.0
May the Devil Take You,Timo Tjahjanto,6.0
Invader ZIM: Enter the Florpus,Hae Young Jung,7.5
Invader ZIM: Enter the Florpus,Young Kyun Park,7.5
Invader ZIM: Enter the Florpus,Jhonen Vasquez,7.5
Dovlatov,Aleksey German Jr.,6.4
Jupiter Ascending,Lana Wachowski,5.3
Jupiter Ascending,Lilly Wachowski,5.3
The Occupant,David Pastor,6.3
The Occupant,Àlex Pastor,6.3
Shutter,Banjong Pisanthanakun,7.1
Shutter,Parkpoom Wongpoom,7.1
E-Team,Katy Chevigny,7.1
E-Team,Ross Kauffman,7.1
Class Rank,Eric Stoltz,6.4
Wildling,Fritz Böhm,5.5
Velvet Buzzsaw,Dan Gilroy,5.7
Win It All,Joe Swanberg,6.2
Sprinter,Storm Saulter,6.0
Palm Trees in the Snow,Fernando González Molina,7.4
Nacho Libre,Jared Hess,5.7
Chasing Trane,John Scheinfeld,7.3
Lady J,Emmanuel Mouret,6.9
Voyeur,Tinto Brass,6.2
The Breaker Upperers,Madeleine Sami,5.9
The Breaker Upperers,Jackie van Beek,5.9
Dinner for Schmucks,Jay Roach,5.9
Mike Birbiglia: My Girlfriend's Boyfriend,Seth Barrish,8.0
School Daze,Spike Lee,6.0
The Knight Before Christmas,Monika Mitchell,5.5
Mitt,Greg Whiteley,6.9
Terrifier,Damien Leone,5.6
Resident Evil: Afterlife,Paul W.S. Anderson,5.8
Conor McGregor: Notorious,Gavin Fitzgerald,7.2
Khoobsurat,Shashanka Ghosh,6.4
Game Over,Todd Holland,7.1
The Ballad of Lefty Brown,Jared Moshe,6.3
Main Hoon Na,Farah Khan,7.0
The Untold Tales of Armistead Maupin,Jennifer M. Kroot,7.6
The Space Between Us,Peter Chelsom,6.4
The Physician,Philipp Stölzl,7.2
Karthik Calling Karthik,Vijay Lalwani,7.0
Ginger & Rosa,Sally Potter,6.3
White Girl,Elizabeth Wood,5.7
The Time Machine,Simon Wells,6.0
Look Who's Back,David Wnendt,7.1
Ellen DeGeneres: Relatable,Joel Gallen,6.5
Ellen DeGeneres: Relatable,Tig Notaro,6.5
Kabhi Alvida Naa Kehna,Karan Johar,6.1
The Drug King,Min-ho Woo,6.1
Long Time Running,Jennifer Baichwal,7.8
Long Time Running,Nicholas de Pencier,7.8
Maps to the Stars,David Cronenberg,6.2
Lovesong,So Yong Kim,6.3
Looney Tunes: Back in Action,Joe Dante,5.7
Looney Tunes: Back in Action,Eric Goldberg,5.7
Homecoming: A Film by Beyoncé,Beyoncé,7.4
Homecoming: A Film by Beyoncé,Ed Burke,7.4
A Christmas Prince,Alex Zamm,5.7
Occupation,Luke Sparke,5.1
Marc Maron: Too Real,Lynn Shelton,7.2
Steal a Pencil for Me,Michèle Ohayon,7.5
"Faith, Hope & Love",J.J. Englert,6.1
"Faith, Hope & Love",Robert Krantz,6.1
The Bling Ring,Sofia Coppola,5.6
Pokémon the Movie: The Power of Us,Tetsuo Yajima,6.3
Chronicle of an Escape,Israel Adrián Caetano,7.2
The Tourist,Florian Henckel von Donnersmarck,6.0
God of War,Cory Barlog,6.4
Menashe,Joshua Z Weinstein,6.5
Lez Bomb,Jenna Laurenzo,5.0
National Bird,Sonia Kennebeck,7.1
System Crasher,Nora Fingscheidt,7.9
The 36th Chamber of Shaolin,Chia-Liang Liu,7.7
What a Girl Wants,Dennie Gordon,5.8
Candy Jar,Ben Shelton,5.8
He Named Me Malala,Davis Guggenheim,6.9
Te3n,Ribhu Dasgupta,7.3
Race to Witch Mountain,Andy Fickman,5.7
A Gray State,Erik Nelson,6.2
Chupke Chupke,Hrishikesh Mukherjee,8.4
The Land of Steady Habits,Nicole Holofcener,6.2
A Night at the Roxbury,John Fortenberry,6.3
Neon Genesis Evangelion: Death and Rebirth,Hideaki Anno,7.5
Neon Genesis Evangelion: Death and Rebirth,Masayuki,7.5
Neon Genesis Evangelion: Death and Rebirth,Kazuya Tsurumaki,7.5
My Big Night,Álex de la Iglesia,6.0
Song for Marion,Paul Andrew Williams,7.0
The Discovery,Charlie McDowell,6.3
The Laundromat,Steven Soderbergh,6.3
Gol Maal,Hrishikesh Mukherjee,8.6
Lifechanger,Justin McConnell,5.4
Would You Rather,David Guy Levy,5.7
The Butterfly's Dream,Yilmaz Erdogan,7.8
Vizontele,Yilmaz Erdogan,8.0
Vizontele,Ömer Faruk Sorak,8.0
Hasan Minhaj: Homecoming King,Christopher Storer,8.3
Una,Benedict Andrews,6.2
Bethany Hamilton: Unstoppable,Aaron Lieber,7.3
Alone in Berlin,Vincent Perez,6.5
Dhobi Ghat,Kiran Rao,7.0
Burning Sands,Gerard McMurray,6.1
The Great Hack,Karim Amer,7.0
The Great Hack,Jehane Noujaim,7.0
We Are Your Friends,Max Joseph,6.2
Barry,unknown,5.8
John Mulaney: The Comeback Kid,Rhys Thomas,7.9
The Rugrats Movie,Igor Kovalyov,5.9
The Rugrats Movie,Norton Virgien,5.9
Bill Burr: You People Are All The Same,Jay Karas,8.3
Bill Nye: Science Guy,David Alvarado,6.1
Bill Nye: Science Guy,Jason Sussberg,6.1
Hit & Run,David Palmer,6.1
Hit & Run,Dax Shepard,6.1
Kabir Singh,Sandeep Reddy Vanga,7.1
The Most Unknown,Ian Cheney,6.6
Mean Dreams,Nathan Morlando,6.3
Ali Wong: Hard Knock Wife,Jay Karas,7.4
Trophy,Christina Clusiau,7.3
Trophy,Shaul Schwarz,7.3
Dream Big: Engineering Our World,Greg MacGillivray,6.4
Toilet - Ek Prem Katha,Shree Narayan Singh,7.2
Pope Francis: A Man of His Word,Wim Wenders,6.1
68 Kill,Trent Haaga,6.0
Head On,Ana Kokkinos,6.5
Berserk: The Golden Age Arc II - The Battle for Doldrey,Toshiyuki Kubooka,7.8
Waar,Bilal Lashari,7.9
14 Blades,Daniel Lee,6.3
"Live Twice, Love Once",Maria Ripoll,7.2
Triple Threat,Jesse V. Johnson,5.5
Earth to Echo,Dave Green,5.8
Buster's Mal Heart,Sarah Adina Smith,6.1
1000 Rupee Note,Shrihari Sathe,7.3
40 Days and 40 Nights,Michael Lehmann,5.6
Taylor Swift: Reputation Stadium Tour,Paul Dugdale,8.3
Hannibal Buress: Comedy Camisado,Lance Bangs,6.6
Tokyo Idols,Kyoko Miyake,6.8
Bhool Bhulaiyaa,Priyadarshan,7.3
Dev.D,Anurag Kashyap,8.0
John Mulaney & The Sack Lunch Bunch,Rhys Thomas,7.5
Eli,unknown,5.7
City of Joy,Roland Joffé,7.3
Beyond Skyline,Liam O'Donnell,5.3
Ninja Assassin,James McTeigue,6.3
"As Above, So Below",John Erick Dowdle,6.2
The Oath,unknown,6.4
The Cloverfield Paradox,Julius Onah,5.5
Concussion,Peter Landesman,5.6
Little Monsters,Abe Forsythe,6.1
Dil Se..,Mani Ratnam,7.6
Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,7.9
The Core,Jon Amiel,5.5
2 States,Abhishek Varman,6.9
The Rum Diary,Bruce Robinson,6.2
Being AP,Anthony Wonke,6.5
6 Balloons,Marja-Lewis Ryan,5.8
Q Ball,Michael Tolajian,6.8
Knock Down the House,Rachel Lears,6.9
Soorma,Shaad Ali,7.4
EMO the Musical,Neil Triffett,6.1
Abducted in Plain Sight,Skye Borgman,6.8
Secret in Their Eyes,Billy Ray,6.3
Bon Cop Bad Cop 2,Alain Desrochers,6.6
Sólo con tu pareja,Alfonso Cuarón,6.9
Rustom,Dharmendra Suresh Desai,7.1
The Debt Collector,Jesse V. Johnson,5.7
Been So Long,Tinge Krishnan,5.4
Rampant,Sung-hoon Kim,6.3
Automata,Gabe Ibáñez,6.1
A Little Chaos,Alan Rickman,6.5
Don't Be Afraid of the Dark,Troy Nixey,5.6
Paheli,Amol Palekar,6.5
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,Mike Diva,7.0
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,Akiva Schaffer,7.0
Someone Great,Jennifer Kaytin Robinson,6.2
Monty Python Live at the Hollywood Bowl,Terry Hughes,7.9
Monty Python Live at the Hollywood Bowl,Ian MacNaughton,7.9
The 4th Company,Mitzi Vanessa Arreola,6.2
The 4th Company,Amir Galván Cervera,6.2
Amanda Knox,Rod Blackhurst,6.9
Amanda Knox,Brian McGinn,6.9
My Suicide,David Lee Miller,7.2
Anon,Andrew Niccol,6.1
Brain on Fire,Gerard Barrett,6.6
Gurgaon,Shanker Raman,6.6
A Bad Moms Christmas,Jon Lucas,5.6
A Bad Moms Christmas,Scott Moore,5.6
Scary Movie 2,Keenen Ivory Wayans,5.3
Failure to Launch,Tom Dey,5.6
Set It Up,Claire Scanlon,6.5
The Golem,Doron Paz,5.6
The Golem,Yoav Paz,5.6
David Brent: Life on the Road,Ricky Gervais,6.3
Waiting for the Hearse,Alejandro Doria,8.1
Atlantics,Mati Diop,6.7
Lost Girls,Liz Garbus,6.1
Lost in London,Woody Harrelson,6.2
The Force,James Mangold,6.7
Jonathan,Bill Oliver,5.9
Chennai Express,Rohit Shetty,6.0
Berserk: The Golden Age Arc I - The Egg of the King,Toshiyuki Kubooka,7.6
To the Bone,Marti Noxon,6.8
Kabali,Pa. Ranjith,6.2
Popeye,Robert Altman,5.3
Natsamrat,Mahesh Manjrekar,9.1
Get Santa,Christopher Smith,6.2
Like Father,Lauren Miller Rogen,6.1
War Machine,David Michôd,6.0
Deidra & Laney Rob a Train,Sydney Freeland,6.1
Here Alone,Rod Blackhurst,5.6
Falling Inn Love,Roger Kumble,5.6
The Bounty Hunter,Andy Tennant,5.6
Feminists: What Were They Thinking?,Johanna Demetrakas,6.9
Guess Who,Kevin Rodney Sullivan,5.9
Wake Up Sid,Ayan Mukherjee,7.6
Nobody Speak: Trials of the Free Press,Brian Knappenberger,6.5
Bill Burr: Let It Go,Shannon Hartman,8.4
The Polka King,Maya Forbes,5.9
Initial D,Andrew Lau,6.4
Initial D,Alan Mak,6.4
Initial D,Ralph Rieckermann,6.4
7:19,unknown,6.0
Happy Anniversary,Jared Stern,5.7
Ultras,Francesco Lettieri,6.0
Valentine's Day,Garry Marshall,5.7
The Lovers,George Stevens,6.0
Pari,Prosit Roy,6.6
Sleepless,Baran bo Odar,5.6
How to Be a Latin Lover,Ken Marino,5.9
Detour,Christopher Smith,6.2
Louis C.K.: Live at The Comedy Store,Louis C.K.,7.9
Ghosts of Girlfriends Past,Mark Waters,5.8
A Secret Love,Chris Bolan,8.1
War on Everyone,John Michael McDonagh,5.8
Lakshya,Farhan Akhtar,7.9
Juanita,Clark Johnson,5.9
Equals,Drake Doremus,6.1
The Last Days of Chez Nous,Gillian Armstrong,6.6
Jaane Tu... Ya Jaane Na,Abbas Tyrewala,7.5
The Bleeding Edge,Kirby Dick,7.7
S Is for Stanley,Alex Infascelli,7.0
Hot Girls Wanted,Jill Bauer,6.1
Hot Girls Wanted,Ronna Gradus,6.1
Rock On!!,Abhishek Kapoor,7.8
Agneepath,Karan Malhotra,7.7
Susanne Bartsch: On Top,Anthony Caronna,6.6
Susanne Bartsch: On Top,Alexander Smith,6.6
Restless Creature: Wendy Whelan,Linda Saffire,7.1
Restless Creature: Wendy Whelan,Adam Schlesinger,7.1
Don,Farhan Akhtar,7.2
Clive Davis: The Soundtrack of Our Lives,Chris Perkel,7.4
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,7.7
Goosebumps 2: Haunted Halloween,Ari Sandel,5.6
Boyka: Undisputed IV,Todor Chapkanov,7.0
National Parks Adventures,Greg MacGillivray,7.0
Sand Castle,Fernando Coimbra,6.3
Can't Help Falling in Love,Mae Czarina Cruz,7.2
In the Tall Grass,Vincenzo Natali,5.4
Kevin Hart: Irresponsible,Leslie Small,6.4
The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,6.6
The Bad Education Movie,Elliot Hegarty,5.7
Marco Polo: One Hundred Eyes,Alik Sakharov,7.8
Beyond the Clouds,Michelangelo Antonioni,6.9
Beyond the Clouds,Wim Wenders,6.9
Below Her Mouth,April Mullen,5.5
Norman Lear: Just Another Version of You,Heidi Ewing,7.2
Norman Lear: Just Another Version of You,Rachel Grady,7.2
A Tale of Love and Darkness,Natalie Portman,6.0
Godzilla,Gareth Edwards,5.4
"Roxanne, Roxanne",Fred Schepisi,6.2
Raising Cain,Brian De Palma,6.1
Results,Andrew Bujalski,5.4
Hop,Tim Hill,5.4
Toro,Kiké Maíllo,5.9
Reversing Roe,Ricki Stern,7.3
Reversing Roe,Anne Sundberg,7.3
Love Likes Coincidences,Ömer Faruk Sorak,7.3
The Peacemaker,Mimi Leder,5.9
Money Heist: The Phenomenon,Luis Alfaro,7.5
Money Heist: The Phenomenon,Pablo Lejarreta,7.5
Jim Gaffigan: Obsessed,Jay Chapman,7.6
The Final Destination,David R. Ellis,5.2
Bleach the Movie: Hell Verse,Noriyuki Abe,7.4
Bo Burnham: Make Happy,Bo Burnham,8.4
Bo Burnham: Make Happy,Christopher Storer,8.4
For Colored Girls,Tyler Perry,6.1
The Heartbreak Kid,Bobby Farrelly,5.8
The Heartbreak Kid,Peter Farrelly,5.8
The Art of the Steal,Jonathan Sobol,6.3
Magic Carpet Ride,Yilmaz Erdogan,7.4
Holiday in the Wild,Ernie Barbarash,6.1
A-X-L,Oliver Daly,5.3
Orbiter 9,Hatem Khraiche,5.9
For Love or Money,Barry Sonnenfeld,6.2
The Package,Jake Szymanski,5.5
Satan & Adam,V. Scott Balcerek,7.3
Gantz:O,Yasushi Kawamura,7.1
Gantz:O,Kei'ichi Sato,7.1
Detective Dee: The Four Heavenly Kings,Hark Tsui,6.4
Tau,Federico D'Alessandro,5.8
The Tiger Hunter,Lena Khan,5.7
The Body Remembers When the World Broke Open,Kathleen Hepburn,6.7
The Body Remembers When the World Broke Open,Elle-Máijá Tailfeathers,6.7
Jenny Slate: Stage Fright,Gillian Robespierre,5.8
Tusk,Kevin Smith,5.3
Gemini,David Cronenberg,5.4
Little Evil,Eli Craig,5.7
Tom Segura: Mostly Stories,Jay Karas,7.5
Tom Segura: Mostly Stories,Rami Hachache,7.5
The Student,Steven R. Monroe,6.9
My Entire High School Sinking Into the Sea,Dash Shaw,6.0
Pokémon the Movie: I Choose You!,Kunihiko Yuyama,6.3
What the Health,Kip Andersen,7.4
What the Health,Keegan Kuhn,7.4
Bo Burnham: What.,Bo Burnham,8.5
Bo Burnham: What.,Christopher Storer,8.5
"Frankenstein's Monster's Monster, Frankenstein",Daniel Gray Longino,6.1
Mine,Fabio Guaglione,5.9
Mine,Fabio Resinaro,5.9
Tremors 3: Back to Perfection,Brent Maddock,5.3
Jim Gaffigan: Mr. Universe,Jay Karas,7.8
God's Not Dead,Harold Cronk,4.7
Jim Gaffigan: Beyond the Pale,Michael Drumm,8.0
Don't Go Breaking My Heart,Johnnie To,6.5
Zero,Aanand L. Rai,5.5
24 Hours to Live,Brian Smrz,5.7
Dream Boat,Tristan Ferland Milewski,5.4
A Family Man,Mark Williams,6.5
The Outsider,unknown,6.3
Into the Inferno,Werner Herzog,7.2
The Nutcracker and the Four Realms,Lasse Hallström,5.5
The Nutcracker and the Four Realms,Joe Johnston,5.5
Frank & Lola,Matthew Ross,5.9
The Super,Stephan Rick,5.9
Adventures in Public School,Kyle Rideout,5.8
Lust Stories,Zoya Akhtar,6.5
Lust Stories,Dibakar Banerjee,6.5
Lust Stories,Karan Johar,6.5
Lust Stories,Anurag Kashyap,6.5
A Very Murray Christmas,Sofia Coppola,5.5
Four Sisters And A Wedding,Cathy Garcia-Molina,7.3
The Trust,Dan Bush,5.4
Struggle: The Life and Lost Art of Szukalski,Irek Dobrowolski,8.0
Dean,Demetri Martin,6.2
Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,5.5
In Darkness,Anthony Byrne,5.8
Rowdy Rathore,Prabhu Deva,5.7
Secret,Jay Chou,7.5
Girl on the Third Floor,Travis Stevens,4.6
Mindhorn,Sean Foley,6.3
